Images,Labels
artifacts/data_ingestion/data/dataset\snow\0835.jpg,snow
artifacts/data_ingestion/data/dataset\frost\3684.jpg,frost
artifacts/data_ingestion/data/dataset\hail\0369.jpg,hail
artifacts/data_ingestion/data/dataset\rainbow\0607.jpg,rainbow
artifacts/data_ingestion/data/dataset\hail\0582.jpg,hail
artifacts/data_ingestion/data/dataset\hail\0165.jpg,hail
artifacts/data_ingestion/data/dataset\glaze\6614.jpg,glaze
artifacts/data_ingestion/data/dataset\snow\1253.jpg,snow
artifacts/data_ingestion/data/dataset\hail\0088.jpg,hail
artifacts/data_ingestion/data/dataset\rime\4990.jpg,rime
artifacts/data_ingestion/data/dataset\snow\1239.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3195.jpg,sandstorm
artifacts/data_ingestion/data/dataset\glaze\6408.jpg,glaze
artifacts/data_ingestion/data/dataset\sandstorm\3063.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rain\1139.jpg,rain
artifacts/data_ingestion/data/dataset\frost\4011.jpg,frost
artifacts/data_ingestion/data/dataset\snow\0956.jpg,snow
artifacts/data_ingestion/data/dataset\rainbow\0823.jpg,rainbow
artifacts/data_ingestion/data/dataset\glaze\6253.jpg,glaze
artifacts/data_ingestion/data/dataset\lightning\1954.jpg,lightning
artifacts/data_ingestion/data/dataset\frost\3880.jpg,frost
artifacts/data_ingestion/data/dataset\frost\3809.jpg,frost
artifacts/data_ingestion/data/dataset\fogsmog\4870.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rainbow\0595.jpg,rainbow
artifacts/data_ingestion/data/dataset\frost\4021.jpg,frost
artifacts/data_ingestion/data/dataset\rain\1739.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5851.jpg,rime
artifacts/data_ingestion/data/dataset\rainbow\0599.jpg,rainbow
artifacts/data_ingestion/data/dataset\glaze\6609.jpg,glaze
artifacts/data_ingestion/data/dataset\fogsmog\4249.jpg,fogsmog
artifacts/data_ingestion/data/dataset\sandstorm\3117.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rain\107.jpg,rain
artifacts/data_ingestion/data/dataset\rain\1533.jpg,rain
artifacts/data_ingestion/data/dataset\frost\3988.jpg,frost
artifacts/data_ingestion/data/dataset\rime\6020.jpg,rime
artifacts/data_ingestion/data/dataset\rime\5366.jpg,rime
artifacts/data_ingestion/data/dataset\rainbow\0655.jpg,rainbow
artifacts/data_ingestion/data/dataset\glaze\6326.jpg,glaze
artifacts/data_ingestion/data/dataset\rime\5484.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4587.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2468.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2418.jpg,dew
artifacts/data_ingestion/data/dataset\frost\3763.jpg,frost
artifacts/data_ingestion/data/dataset\frost\3638.jpg,frost
artifacts/data_ingestion/data/dataset\fogsmog\4106.jpg,fogsmog
artifacts/data_ingestion/data/dataset\hail\0119.jpg,hail
artifacts/data_ingestion/data/dataset\snow\0880.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3218.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0067.jpg,hail
artifacts/data_ingestion/data/dataset\snow\1421.jpg,snow
artifacts/data_ingestion/data/dataset\hail\0103.jpg,hail
artifacts/data_ingestion/data/dataset\glaze\6358.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1719.jpg,rain
artifacts/data_ingestion/data/dataset\glaze\6701.jpg,glaze
artifacts/data_ingestion/data/dataset\glaze\6716.jpg,glaze
artifacts/data_ingestion/data/dataset\fogsmog\4151.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3778.jpg,frost
artifacts/data_ingestion/data/dataset\rime\5237.jpg,rime
artifacts/data_ingestion/data/dataset\rain\1635.jpg,rain
artifacts/data_ingestion/data/dataset\hail\0509.jpg,hail
artifacts/data_ingestion/data/dataset\rime\6054.jpg,rime
artifacts/data_ingestion/data/dataset\lightning\1948.jpg,lightning
artifacts/data_ingestion/data/dataset\hail\0174.jpg,hail
artifacts/data_ingestion/data/dataset\rainbow\0650.jpg,rainbow
artifacts/data_ingestion/data/dataset\rainbow\0739.jpg,rainbow
artifacts/data_ingestion/data/dataset\rain\1701.jpg,rain
artifacts/data_ingestion/data/dataset\snow\1146.jpg,snow
artifacts/data_ingestion/data/dataset\snow\1432.jpg,snow
artifacts/data_ingestion/data/dataset\frost\4070.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\2114.jpg,lightning
artifacts/data_ingestion/data/dataset\dew\2634.jpg,dew
artifacts/data_ingestion/data/dataset\rain\1649.jpg,rain
artifacts/data_ingestion/data/dataset\sandstorm\3534.jpg,sandstorm
artifacts/data_ingestion/data/dataset\sandstorm\3393.jpg,sandstorm
artifacts/data_ingestion/data/dataset\frost\3825.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\1943.jpg,lightning
artifacts/data_ingestion/data/dataset\sandstorm\3089.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0377.jpg,hail
artifacts/data_ingestion/data/dataset\rainbow\0732.jpg,rainbow
artifacts/data_ingestion/data/dataset\glaze\6255.jpg,glaze
artifacts/data_ingestion/data/dataset\sandstorm\3303.jpg,sandstorm
artifacts/data_ingestion/data/dataset\sandstorm\3555.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0113.jpg,hail
artifacts/data_ingestion/data/dataset\fogsmog\4614.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2471.jpg,dew
artifacts/data_ingestion/data/dataset\rime\5122.jpg,rime
artifacts/data_ingestion/data/dataset\rain\1790.jpg,rain
artifacts/data_ingestion/data/dataset\fogsmog\4427.jpg,fogsmog
artifacts/data_ingestion/data/dataset\hail\0287.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3642.jpg,frost
artifacts/data_ingestion/data/dataset\rain\1625.jpg,rain
artifacts/data_ingestion/data/dataset\sandstorm\3365.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\5828.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0445.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3850.jpg,frost
artifacts/data_ingestion/data/dataset\hail\0456.jpg,hail
artifacts/data_ingestion/data/dataset\snow\1388.jpg,snow
artifacts/data_ingestion/data/dataset\dew\2528.jpg,dew
artifacts/data_ingestion/data/dataset\rain\1478.jpg,rain
artifacts/data_ingestion/data/dataset\rainbow\0782.jpg,rainbow
artifacts/data_ingestion/data/dataset\fogsmog\4138.jpg,fogsmog
artifacts/data_ingestion/data/dataset\hail\0404.jpg,hail
artifacts/data_ingestion/data/dataset\lightning\2191.jpg,lightning
artifacts/data_ingestion/data/dataset\frost\3875.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\1858.jpg,lightning
artifacts/data_ingestion/data/dataset\glaze\6278.jpg,glaze
artifacts/data_ingestion/data/dataset\glaze\6494.jpg,glaze
artifacts/data_ingestion/data/dataset\glaze\6131.jpg,glaze
artifacts/data_ingestion/data/dataset\snow\1234.jpg,snow
artifacts/data_ingestion/data/dataset\lightning\2200.jpg,lightning
artifacts/data_ingestion/data/dataset\glaze\6174.jpg,glaze
artifacts/data_ingestion/data/dataset\sandstorm\3467.jpg,sandstorm
artifacts/data_ingestion/data/dataset\dew\2502.jpg,dew
artifacts/data_ingestion/data/dataset\fogsmog\4172.jpg,fogsmog
artifacts/data_ingestion/data/dataset\fogsmog\4918.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2554.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2640.jpg,dew
artifacts/data_ingestion/data/dataset\fogsmog\4347.jpg,fogsmog
artifacts/data_ingestion/data/dataset\lightning\2050.jpg,lightning
artifacts/data_ingestion/data/dataset\rain\1531.jpg,rain
artifacts/data_ingestion/data/dataset\fogsmog\4739.jpg,fogsmog
artifacts/data_ingestion/data/dataset\lightning\2164.jpg,lightning
artifacts/data_ingestion/data/dataset\rainbow\0692.jpg,rainbow
artifacts/data_ingestion/data/dataset\fogsmog\4661.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3902.jpg,frost
artifacts/data_ingestion/data/dataset\fogsmog\4278.jpg,fogsmog
artifacts/data_ingestion/data/dataset\lightning\2056.jpg,lightning
artifacts/data_ingestion/data/dataset\sandstorm\3458.jpg,sandstorm
artifacts/data_ingestion/data/dataset\dew\2708.jpg,dew
artifacts/data_ingestion/data/dataset\frost\3722.jpg,frost
artifacts/data_ingestion/data/dataset\rime\6008.jpg,rime
artifacts/data_ingestion/data/dataset\rain\1461.jpg,rain
artifacts/data_ingestion/data/dataset\sandstorm\2923.jpg,sandstorm
artifacts/data_ingestion/data/dataset\dew\2905.jpg,dew
artifacts/data_ingestion/data/dataset\rainbow\0787.jpg,rainbow
artifacts/data_ingestion/data/dataset\fogsmog\4105.jpg,fogsmog
artifacts/data_ingestion/data/dataset\glaze\6388.jpg,glaze
artifacts/data_ingestion/data/dataset\dew\2564.jpg,dew
artifacts/data_ingestion/data/dataset\rainbow\0775.jpg,rainbow
artifacts/data_ingestion/data/dataset\lightning\1865.jpg,lightning
artifacts/data_ingestion/data/dataset\sandstorm\3307.jpg,sandstorm
artifacts/data_ingestion/data/dataset\dew\2318.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2289.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2452.jpg,dew
artifacts/data_ingestion/data/dataset\rime\5139.jpg,rime
artifacts/data_ingestion/data/dataset\rainbow\0791.jpg,rainbow
artifacts/data_ingestion/data/dataset\hail\0176.jpg,hail
artifacts/data_ingestion/data/dataset\fogsmog\4632.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3927.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\1868.jpg,lightning
artifacts/data_ingestion/data/dataset\glaze\6380.jpg,glaze
artifacts/data_ingestion/data/dataset\rime\5190.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0144.jpg,hail
artifacts/data_ingestion/data/dataset\fogsmog\4622.jpg,fogsmog
artifacts/data_ingestion/data/dataset\fogsmog\4248.jpg,fogsmog
artifacts/data_ingestion/data/dataset\lightning\2034.jpg,lightning
artifacts/data_ingestion/data/dataset\snow\0861.jpg,snow
artifacts/data_ingestion/data/dataset\snow\0948.jpg,snow
artifacts/data_ingestion/data/dataset\snow\1320.jpg,snow
artifacts/data_ingestion/data/dataset\frost\4037.jpg,frost
artifacts/data_ingestion/data/dataset\fogsmog\4569.jpg,fogsmog
artifacts/data_ingestion/data/dataset\fogsmog\4886.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3710.jpg,frost
artifacts/data_ingestion/data/dataset\rain\1483.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5852.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0547.jpg,hail
artifacts/data_ingestion/data/dataset\rime\4979.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0202.jpg,hail
artifacts/data_ingestion/data/dataset\hail\0293.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3767.jpg,frost
artifacts/data_ingestion/data/dataset\snow\1109.jpg,snow
artifacts/data_ingestion/data/dataset\lightning\1878.jpg,lightning
artifacts/data_ingestion/data/dataset\fogsmog\4582.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\5387.jpg,rime
artifacts/data_ingestion/data/dataset\snow\1373.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3304.jpg,sandstorm
artifacts/data_ingestion/data/dataset\glaze\6153.jpg,glaze
artifacts/data_ingestion/data/dataset\lightning\1968.jpg,lightning
artifacts/data_ingestion/data/dataset\fogsmog\4407.jpg,fogsmog
artifacts/data_ingestion/data/dataset\hail\0092.jpg,hail
artifacts/data_ingestion/data/dataset\snow\1141.jpg,snow
artifacts/data_ingestion/data/dataset\rainbow\0754.jpg,rainbow
artifacts/data_ingestion/data/dataset\fogsmog\4240.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2874.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\2043.jpg,lightning
artifacts/data_ingestion/data/dataset\glaze\6682.jpg,glaze
artifacts/data_ingestion/data/dataset\rime\5744.jpg,rime
artifacts/data_ingestion/data/dataset\rain\1676.jpg,rain
artifacts/data_ingestion/data/dataset\hail\0342.jpg,hail
artifacts/data_ingestion/data/dataset\hail\0179.jpg,hail
artifacts/data_ingestion/data/dataset\rain\1577.jpg,rain
artifacts/data_ingestion/data/dataset\lightning\1928.jpg,lightning
artifacts/data_ingestion/data/dataset\dew\2817.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\2083.jpg,lightning
artifacts/data_ingestion/data/dataset\dew\2252.jpg,dew
artifacts/data_ingestion/data/dataset\frost\4016.jpg,frost
artifacts/data_ingestion/data/dataset\hail\0045.jpg,hail
artifacts/data_ingestion/data/dataset\snow\1090.jpg,snow
artifacts/data_ingestion/data/dataset\rain\1589.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5961.jpg,rime
artifacts/data_ingestion/data/dataset\rime\5695.jpg,rime
artifacts/data_ingestion/data/dataset\dew\2343.jpg,dew
artifacts/data_ingestion/data/dataset\snow\1367.jpg,snow
artifacts/data_ingestion/data/dataset\hail\0488.jpg,hail
artifacts/data_ingestion/data/dataset\fogsmog\4558.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rain\1208.jpg,rain
artifacts/data_ingestion/data/dataset\sandstorm\3485.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rainbow\0639.jpg,rainbow
artifacts/data_ingestion/data/dataset\dew\2694.jpg,dew
artifacts/data_ingestion/data/dataset\snow\1260.jpg,snow
artifacts/data_ingestion/data/dataset\lightning\2188.jpg,lightning
artifacts/data_ingestion/data/dataset\rainbow\0593.jpg,rainbow
artifacts/data_ingestion/data/dataset\frost\4057.jpg,frost
artifacts/data_ingestion/data/dataset\rainbow\0647.jpg,rainbow
artifacts/data_ingestion/data/dataset\hail\0502.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3695.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\1992.jpg,lightning
artifacts/data_ingestion/data/dataset\rainbow\0694.jpg,rainbow
artifacts/data_ingestion/data/dataset\rain\1693.jpg,rain
artifacts/data_ingestion/data/dataset\rain\1438.jpg,rain
artifacts/data_ingestion/data/dataset\lightning\1982.jpg,lightning
artifacts/data_ingestion/data/dataset\sandstorm\3570.jpg,sandstorm
artifacts/data_ingestion/data/dataset\dew\2552.jpg,dew
artifacts/data_ingestion/data/dataset\hail\0029.jpg,hail
artifacts/data_ingestion/data/dataset\rain\1339.jpg,rain
artifacts/data_ingestion/data/dataset\dew\2851.jpg,dew
artifacts/data_ingestion/data/dataset\snow\1317.jpg,snow
artifacts/data_ingestion/data/dataset\fogsmog\4145.jpg,fogsmog
artifacts/data_ingestion/data/dataset\fogsmog\4742.jpg,fogsmog
artifacts/data_ingestion/data/dataset\fogsmog\4802.jpg,fogsmog
artifacts/data_ingestion/data/dataset\fogsmog\4617.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rainbow\0693.jpg,rainbow
artifacts/data_ingestion/data/dataset\fogsmog\4147.jpg,fogsmog
artifacts/data_ingestion/data/dataset\sandstorm\2980.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\5397.jpg,rime
artifacts/data_ingestion/data/dataset\sandstorm\3237.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0341.jpg,hail
artifacts/data_ingestion/data/dataset\dew\2486.jpg,dew
artifacts/data_ingestion/data/dataset\hail\0145.jpg,hail
artifacts/data_ingestion/data/dataset\rime\6038.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4785.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\6051.jpg,rime
artifacts/data_ingestion/data/dataset\rime\6001.jpg,rime
artifacts/data_ingestion/data/dataset\rime\5339.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4611.jpg,fogsmog
artifacts/data_ingestion/data/dataset\sandstorm\3168.jpg,sandstorm
artifacts/data_ingestion/data/dataset\sandstorm\3098.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rain\1809.jpg,rain
artifacts/data_ingestion/data/dataset\snow\0885.jpg,snow
artifacts/data_ingestion/data/dataset\lightning\2175.jpg,lightning
artifacts/data_ingestion/data/dataset\rime\5532.jpg,rime
artifacts/data_ingestion/data/dataset\frost\3640.jpg,frost
artifacts/data_ingestion/data/dataset\fogsmog\4905.jpg,fogsmog
artifacts/data_ingestion/data/dataset\hail\0540.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\3278.jpg,sandstorm
artifacts/data_ingestion/data/dataset\snow\1114.jpg,snow
artifacts/data_ingestion/data/dataset\dew\2617.jpg,dew
artifacts/data_ingestion/data/dataset\fogsmog\4705.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3633.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\1853.jpg,lightning
artifacts/data_ingestion/data/dataset\sandstorm\3283.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rain\1011.jpg,rain
artifacts/data_ingestion/data/dataset\frost\3657.jpg,frost
artifacts/data_ingestion/data/dataset\rain\1703.jpg,rain
artifacts/data_ingestion/data/dataset\sandstorm\3409.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\5637.jpg,rime
artifacts/data_ingestion/data/dataset\rainbow\0669.jpg,rainbow
artifacts/data_ingestion/data/dataset\sandstorm\3387.jpg,sandstorm
artifacts/data_ingestion/data/dataset\dew\2819.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2540.jpg,dew
artifacts/data_ingestion/data/dataset\rime\5608.jpg,rime
artifacts/data_ingestion/data/dataset\sandstorm\3000.jpg,sandstorm
artifacts/data_ingestion/data/dataset\lightning\2183.jpg,lightning
artifacts/data_ingestion/data/dataset\hail\0212.jpg,hail
artifacts/data_ingestion/data/dataset\snow\0982.jpg,snow
artifacts/data_ingestion/data/dataset\rain\1774.jpg,rain
artifacts/data_ingestion/data/dataset\hail\0590.jpg,hail
artifacts/data_ingestion/data/dataset\rain\1736.jpg,rain
artifacts/data_ingestion/data/dataset\sandstorm\2968.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\5431.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0211.jpg,hail
artifacts/data_ingestion/data/dataset\dew\2887.jpg,dew
artifacts/data_ingestion/data/dataset\rain\1723.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5558.jpg,rime
artifacts/data_ingestion/data/dataset\rime\5733.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4879.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\5228.jpg,rime
artifacts/data_ingestion/data/dataset\snow\1228.jpg,snow
artifacts/data_ingestion/data/dataset\frost\3720.jpg,frost
artifacts/data_ingestion/data/dataset\sandstorm\3096.jpg,sandstorm
artifacts/data_ingestion/data/dataset\frost\3752.jpg,frost
artifacts/data_ingestion/data/dataset\rain\1262.jpg,rain
artifacts/data_ingestion/data/dataset\sandstorm\3446.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0238.jpg,hail
artifacts/data_ingestion/data/dataset\hail\0053.jpg,hail
artifacts/data_ingestion/data/dataset\fogsmog\4171.jpg,fogsmog
artifacts/data_ingestion/data/dataset\hail\0520.jpg,hail
artifacts/data_ingestion/data/dataset\dew\2638.jpg,dew
artifacts/data_ingestion/data/dataset\frost\3947.jpg,frost
artifacts/data_ingestion/data/dataset\fogsmog\4764.jpg,fogsmog
artifacts/data_ingestion/data/dataset\snow\1302.jpg,snow
artifacts/data_ingestion/data/dataset\snow\1446.jpg,snow
artifacts/data_ingestion/data/dataset\rainbow\0756.jpg,rainbow
artifacts/data_ingestion/data/dataset\hail\0419.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\3402.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rain\1714.jpg,rain
artifacts/data_ingestion/data/dataset\snow\0889.jpg,snow
artifacts/data_ingestion/data/dataset\snow\1176.jpg,snow
artifacts/data_ingestion/data/dataset\rime\5645.jpg,rime
artifacts/data_ingestion/data/dataset\rain\1266.jpg,rain
artifacts/data_ingestion/data/dataset\rain\1586.jpg,rain
artifacts/data_ingestion/data/dataset\snow\1431.jpg,snow
artifacts/data_ingestion/data/dataset\dew\2888.jpg,dew
artifacts/data_ingestion/data/dataset\rain\1630.jpg,rain
artifacts/data_ingestion/data/dataset\lightning\2189.jpg,lightning
artifacts/data_ingestion/data/dataset\sandstorm\3478.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0453.jpg,hail
artifacts/data_ingestion/data/dataset\snow\1226.jpg,snow
artifacts/data_ingestion/data/dataset\rainbow\0758.jpg,rainbow
artifacts/data_ingestion/data/dataset\glaze\6159.jpg,glaze
artifacts/data_ingestion/data/dataset\rime\5013.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0495.jpg,hail
